Laura	large image	0012_003912_000101_0019	Smallest corn club boy and smallest canning club girl in Tennessee, 1913.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1913	1913		scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with two photographs, one of the youngest club boy and girl in Tennessee standing next to their produce, and the other of a group of club girls standing outside.	2 photographs on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Tennessee	naf									Girls	lctgm	Boys	lctgm	Canning & preserving	lctgm	Canned goods	lctgm	Corn	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh								
Laura	large image	0012_003912_000101_0020	Benton County team demonstrating at National Conservation [Exposition].		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1913	1913	inferred	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Thompson	Photographer		personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of club girls from Benton County performing a canning demonstration to a crowd at the National Conservation Exposition.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Knoxville (Tenn.)	naf									Girls	lctgm	Canning & preserving	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh														
Laura	large image	0012_003912_000101_0021	Montgomery County canning club girls.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with four photographs of club girls in Montgomery County participating in an outdoor canning demonstration.	4 photographs on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Montgomery County (Tenn.)	naf									Girls	lctgm	Canning & preserving	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh														
Laura	large image	0012_003912_000101_0022	[Club girl in yard with ducks.]		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Devised title. A scrapbook page with one photograph of a club girl in uniform in the yard of a house feeding ducks.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Tennessee	naf									Girls	lctgm	Ducks	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh														
Laura	large image	0012_003912_000101_0023	State organizer visiting a garden plot in Lincoln County.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	unknown	Photographer							University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with four photographs of the Lincoln County club's garden plots and a demonstration. Virginia P. Moore stands to the right in the garden plot pictured on the top left of the page.	4 photographs on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Lincoln County (Tenn.)	naf					Moore, Virginia P. (Virginia Pearl)	naf			Girls	lctgm	Canning & preserving	lctgm	Gardens	lctgm	Gardening	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh										
Laura	large image	0012_003912_000101_0024	Lincoln County demonstration.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph from an outdoor canning demonstration by a Lincoln County club.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Lincoln County (Tenn.)	naf									Girls	lctgm	Boys	lctgm	Canning & preserving	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh												
Laura	large image	0012_003912_000101_0025	Lincoln County team demonstrating at National Conservation Exposition.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1913	1913	inferred	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Thompson	Photographer		personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of an outdoor demonstration by Lincoln County club girls at the National Conservation Exposition. Virginia P. Moore stands second from the right.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Knoxville (Tenn.)	naf					Moore, Virginia P. (Virginia Pearl)	naf			Girls	lctgm	Canning & preserving	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh														
Laura	large image	0012_003912_000101_0026	Canning down by the big spring. Coffee County girls.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	unknown	Photographer							University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with three photographs showing club girls in Coffee County with their canned produce. Virginia P. Moore, dressed in white, stands on the left in the upper lefthand photograph.	3 photographs on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Coffee County (Tenn.)	naf					Moore, Virginia P. (Virginia Pearl)	naf			Girls	lctgm	Canning & preserving	lctgm	Farm produce	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh												
Laura	large image	0012_003912_000101_0027	First canning club in Tennessee, Bolton, Shelby County.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	unknown	Photographer							University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of the canning club in Bolton, Shelby County, standing outdoors with produce and canning equipment. Virginia P. Moore stands at the back of the group above everyone in a white dress and hat.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Shelby County (Tenn.)	naf					Moore, Virginia P. (Virginia Pearl)	naf			Girls	lctgm	Women	lctgm	Men	lctgm	Canning & preserving	lctgm	Farm produce	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh								
Laura	large image	0012_003912_000101_0028	Shelby County exhibit at Tri-State Fair, Memphis.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of an exhibit of canned goods and produce from the Shelby County club on display at a Tri-State Fair in Memphis.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Memphis (Tenn.)	naf									Exhibitions	lctgm	Canning & preserving	lctgm	Farm produce	lctgm	Canned foods	lctgm	Fairs	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh								
Laura	large image	0012_003912_000101_0029	Henry County canning club girls.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with three photographs of club girls in Henry County participating in canning demonstrations.	3 photographs on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Henry County (Tenn.)	naf									Girls	lctgm	Canning & preserving	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh														
Laura	large image	0012_003912_000101_0030	[Davidson County canning club girls.]		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	unknown	Photographer							University of Tennessee, Knoxville. Special Collections	Title from caption on opposite page. A scrapbook page with three photographs showing Davidson County club girls with produce and at a canning demonstration. Virginia P. Moore stands behind the demonstration table in the lefthand photograph.	3 photographs on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Davidson County (Tenn.)	naf					Moore, Virginia P. (Virginia Pearl)	naf			Girls	lctgm	Women	lctgm	Men	lctgm	Canning & preserving	lctgm	Farm produce	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh								
Laura	large image	0012_003912_000101_0031	Davidson County canning club girls.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with seven photographs of Davidson County club girls participating in various activities including canning, gardening, and demonstrations.	7 photographs on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Davidson County (Tenn.)	naf									Girls	lctgm	Women	lctgm	Canning & preserving	lctgm	Gardening	lctgm	Gardens	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh								
Laura	large image	0012_003912_000101_0032	[Demonstration at Summer School of the South.]		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1912	1913	inferred	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	unknown	Photographer							University of Tennessee, Knoxville. Special Collections	Title from caption on opposite page. A scrapbook page with one photograph of a crowd of people seated on benches outdoors watching a canning demonstration at the Summer School of the South. Virginia P. Moore stands at the front on the far right.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Knoxville (Tenn.)	naf					Moore, Virginia P. (Virginia Pearl)	naf			Girls	lctgm	Women	lctgm	Men	lctgm	Canning & preserving	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh										
Laura	large image	0012_003912_000101_0033	Demonstration at Summer School of the South.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1912	1913	inferred	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	unknown	Photographer							University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of a group of men and women at a canning demonstration at the Summer School of the South. Virginia P. Moore stands to the right of the demonstration table dressed in white.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Knoxville (Tenn.)	naf					Moore, Virginia P. (Virginia Pearl)	naf			Girls	lctgm	Women	lctgm	Men	lctgm	Canning & preserving	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History											
Laura	large image	0012_003912_000101_0034	Pioneer Canning Club, Knox County.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Thompson	Photographer		personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A panoramic photograph on two scrapbook pages of club girls in Knox County standing in a line, each holding a can of produce.	1 photograph on two scrapbook pages, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Knox County (Tenn.)	naf									Girls	lctgm	Canning & preserving	lctgm	Canned goods	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh												
Laura	large image	0012_003912_000101_0036	Vera Monday, in club plot, Knox County.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph showing a club girl, Vera Monday of Knox County, standing in her garden plot holding a basket.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Knox County (Tenn.)	naf									Girls	lctgm	Gardening	lctgm	Gardens	lctgm	Baskets	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh										
Laura	large image	0012_003912_000101_0037	Sallie Montcastle, in club plot, Knox County.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Thompson	Photographer		personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph showing a club girl, Sallie Montcastle of Knox County, standing in her garden plot.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Knox County (Tenn.)	naf									Girls	lctgm	Gardening	lctgm	Gardens	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh												
Laura	large image	0012_003912_000101_0038	Canning party at the home of a Knox Co. club girl.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of club girls in Knox County canning on an outdoor table in front of a garden.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Knox County (Tenn.)	naf									Girls	lctgm	Canning & preserving	lctgm	Gardens	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh												
Laura	large image	0012_003912_000101_0039	Knox County team, demonstrating at National Conservation Exposition.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1913	1913	inferred	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Thompson	Photographer		personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of an outdoor demonstration by Knox County club girls at the National Conservation Exposition. Virginia P. Moore stands in the center of the group.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Knoxville (Tenn.)	naf					Moore, Virginia P. (Virginia Pearl)	naf			Girls	lctgm	Exhibitions	lctgm	Canning & preserving	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh												
Laura	large image	0012_003912_000101_0040	Knox County demonstration.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Thompson	Photographer		personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A panoramic photograph on two scrapbook pages of an outdoor canning demonstration in Knox County.	1 photograph on 2 scrapbook pages, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Knox County (Tenn.)	naf									Girls	lctgm	Canning & preserving	lctgm	Canned goods	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh												
Laura	large image	0012_003912_000101_0042	Demonstration at Jefferson Hall, Summer School of the South, Knoxville, 1913.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1913	1913	inferred	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	unknown	Photographer							University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of a group at a canning demonstration at the Summer School of the South. Virginia P. Moore stands behind the demonstration table on the left.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Knoxville (Tenn.)	naf					Moore, Virginia P. (Virginia Pearl)	naf			Girls	lctgm	Women	lctgm	Men	lctgm	Canning & preserving	lctgm	Farm produce	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh								
JOY	large image	0012_003912_000101_0043	Canning demonstration at a Knox County rural school.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Thompson	Photographer		personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of a group standing outside at a canning demonstration in Knox County.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Knox County (Tenn.)	naf									Girls	lctgm	Women	lctgm	Boys	lctgm	Men	lctgm	Canning & preserving	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh								
Laura	large image	0012_003912_000101_0044	[Outdoor tent and table for canning demonstration.]		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1913	1913	inferred	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Thompson	Photographer		personal					University of Tennessee, Knoxville. Special Collections	Devised title. A scrapbook page with one photograph of a tent and table with canning supplies at the National Conservation Exposition.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Knoxville (Tenn.)	naf									Girls	lctgm	Women	lctgm	Canning & preserving	lctgm	Exhibitions	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh										
Laura	large image	0012_003912_000101_0045	Exhibit [at] National Conservation Exposition.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1913	1913	inferred	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Thompson	Photographer		personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of an exhibit of canned goods on display at the National Conservation Exposition.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Knoxville (Tenn.)	naf									Canning & preserving	lctgm	Canned goods	lctgm	Exhibitions	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh												
Laura	large image	0012_003912_000101_0046	First demonstration in Hamilton County, held at University of Chattanooga.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of a large group of people at an outdoor canning demonstration at the University of Chattanooga in Hamilton County.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Hamilton County (Tenn.)	naf									Girls	lctgm	Women	lctgm	Boys	lctgm	Men	lctgm	Canning & preserving	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh								
Laura	large image	0012_003912_000101_0047	Hamilton County team demonstrating at National Conservation Exposition.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1913	1913	inferred	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Thompson	Photographer		personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of club girls from Hamilton County at a canning demonstration at the National Conservation Exposition. Virginia P. Moore stands in the foreground to the right holding a purse.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Knoxville (Tenn.)	naf					Moore, Virginia P. (Virginia Pearl)	naf			Girls	lctgm	Women	lctgm	Canning & preserving	lctgm	Exhibitions	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh										
Laura	large image	0012_003912_000101_0048	Sylvia Richmond, Hamilton County, after she had canned 500 cans tomatoes.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of a club girl, Sylvia Richmond of Hamilton County, standing in front of a display of cans and tomatoes.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Hamilton County (Tenn.)	naf									Girls	lctgm	Canning & preserving	lctgm	Canned goods	lctgm	Farm produce	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh										
Laura	large image	0012_003912_000101_0049	Sylvia Richmond, in club plow, showing glimpse of her home in distance.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of a club girl, Sylvia Richmond of Hamilton County, standing in her garden plot with two unidentified girls.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Hamilton County (Tenn.)	naf									Girls	lctgm	Farm produce	lctgm	Gardening	lctgm	Gardens	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh										
Laura	large image	0012_003912_000101_0050	Showing a later picture of Sylvia Richmond.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of a club girl, Sylvia Richmond of Hamilton County, standing in a garden plot holding a basket of produce.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Hamilton County (Tenn.)	naf									Girls	lctgm	Farm produce	lctgm	Gardening	lctgm	Gardens	lctgm	Baskets	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh								
Laura	large image	0012_003912_000101_0051	Myrtie Hardin, Benton County, showing canned and preserved products, and the calf that she won.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Compiler	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A blank scrapbook page with only the typed caption. Evidence of one missing photograph.	1 scrapbook page, black	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Benton County (Tenn.)	naf									Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh																		
